LOCALITY	PLOT	YEAR	REP	BLK	ROW	COL	ID	F1_EARLINESS_1	F1_EARLINESS_2	F1_EARLINESS_3	F1_EARLINESS_4	F1_EARLINESS_5	F1_EARLINESS_L	F1_OVERALL_1	F1_OVERALL_2	F1_OVERALL_3	F1_OVERALL_4	F1_OVERALL_5	F1_OVERALL_L	F1_SPIKE_1	F1_SPIKE_2	F1_SPIKE_3	F1_SPIKE_4	F1_SPIKE_5	F1_SPIKE_L	F1_TILLER_1	F1_TILLER_2	F1_TILLER_3	F1_TILLER_4	F1_TILLER_5	F1_TILLER_L	F2_EARLINESS_1	F2_EARLINESS_2	F2_EARLINESS_3	F2_EARLINESS_4	F2_EARLINESS_5	F2_EARLINESS_L	F2_OVERALL_1	F2_OVERALL_2	F2_OVERALL_3	F2_OVERALL_4	F2_OVERALL_5	F2_OVERALL_L	F2_SPIKE_1	F2_SPIKE_2	F2_SPIKE_3	F2_SPIKE_4	F2_SPIKE_5	F2_SPIKE_L	F2_TILLER_1	F2_TILLER_2	F2_TILLER_3	F2_TILLER_4	F2_TILLER_5	F2_TILLER_L	F3_EARLINESS_1	F3_EARLINESS_2	F3_EARLINESS_3	F3_EARLINESS_4	F3_EARLINESS_5	F3_EARLINESS_L	F3_OVERALL_1	F3_OVERALL_2	F3_OVERALL_3	F3_OVERALL_4	F3_OVERALL_5	F3_OVERALL_L	F3_SPIKE_1	F3_SPIKE_2	F3_SPIKE_3	F3_SPIKE_4	F3_SPIKE_5	F3_SPIKE_L	F3_TILLER_1	F3_TILLER_2	F3_TILLER_3	F3_TILLER_4	F3_TILLER_5	F3_TILLER_L	M1_EARLINESS_1	M1_EARLINESS_2	M1_EARLINESS_3	M1_EARLINESS_4	M1_EARLINESS_5	M1_EARLINESS_L	M1_OVERALL_1	M1_OVERALL_2	M1_OVERALL_3	M1_OVERALL_4	M1_OVERALL_5	M1_OVERALL_L	M1_SPIKE_1	M1_SPIKE_2	M1_SPIKE_3	M1_SPIKE_4	M1_SPIKE_5	M1_SPIKE_L	M1_TILLER_1	M1_TILLER_2	M1_TILLER_3	M1_TILLER_4	M1_TILLER_5	M1_TILLER_L	M2_EARLINESS_1	M2_EARLINESS_2	M2_EARLINESS_3	M2_EARLINESS_4	M2_EARLINESS_5	M2_EARLINESS_L	M2_OVERALL_1	M2_OVERALL_2	M2_OVERALL_3	M2_OVERALL_4	M2_OVERALL_5	M2_OVERALL_L	M2_SPIKE_1	M2_SPIKE_2	M2_SPIKE_3	M2_SPIKE_4	M2_SPIKE_5	M2_SPIKE_L	M2_TILLER_1	M2_TILLER_2	M2_TILLER_3	M2_TILLER_4	M2_TILLER_5	M2_TILLER_L	M3_EARLINESS_1	M3_EARLINESS_2	M3_EARLINESS_3	M3_EARLINESS_4	M3_EARLINESS_5	M3_EARLINESS_L	M3_OVERALL_1	M3_OVERALL_2	M3_OVERALL_3	M3_OVERALL_4	M3_OVERALL_5	M3_OVERALL_L	M3_SPIKE_1	M3_SPIKE_2	M3_SPIKE_3	M3_SPIKE_4	M3_SPIKE_5	M3_SPIKE_L	M3_TILLER_1	M3_TILLER_2	M3_TILLER_3	M3_TILLER_4	M3_TILLER_5	M3_TILLER_L
geregera	131	2012	1	7	7	11	222811	3	3	2	2	3	3	2	2	3	3	3	3	2	2	4	2	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	2	2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	2	NA	NA	2	2	NA	4	NA	NA	2	3	NA	4	NA	NA	3	3	NA	2	NA	NA	2	2	NA	2	2	2	2	2	1	3	3	3	2	2	3	3	3	3	2	2	3	3	2	3	2	2	2	1	2	2	3	2	2	3	3	2	2	2	2	4	2	2	2	3	3	2	4	3	2	2	3	2	2	2	2	3	3	3	3	3	3	3	3	2	2	3	3	3	3	1	1	2	2	2	2
geregera	179	2012	1	9	9	19	222813	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	3	2	4	3	3	3	4	3	3	3	3	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	3	3	3	3	3	3	2	NA	NA	2	2	NA	2	NA	NA	2	2	NA	1	NA	NA	2	2	NA	3	NA	NA	2	2	NA	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	3	3	3	2	2	2	1	3	3	3	3	3	4	2	2	2	2	3	2	2	2	2	2	3	2	2	3	2	2	3	2	2	2	2	2	2	2	2	3	2	2	1	1	2	3	2	2	2	2	2	2	2	2	2
geregera	74	2012	1	4	4	14	222841	4	3	3	3	3	2	3	3	4	3	3	3	3	3	4	3	3	3	3	4	4	4	3	3	3	2	2	2	2	3	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	NA	3	3	NA	4	NA	NA	3	3	NA	4	NA	NA	3	3	NA	4	NA	NA	2	3	NA	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	4	4	4	4	3	3	3	4	4	5	4	5	4	3	3	4	4	3	4	4	3	4	4	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2
geregera	254	2012	1	13	13	14	222854	5	5	3	2	4	4	5	5	4	4	5	4	5	4	4	4	4	4	5	3	3	4	4	4	4	4	4	4	4	3	4	4	4	4	4	3	3	3	3	3	4	3	3	3	3	3	4	3	5	NA	NA	5	5	NA	4	NA	NA	3	3	NA	4	NA	NA	3	3	NA	4	NA	NA	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	4	5	4	5	5	4	4	5	3	5	4	4	4	4	3	5	5	4	3	3	3	4	5	4	5	4	4	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	2
geregera	64	2012	1	4	4	4	222855	2	2	2	2	2	3	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	2	NA	NA	2	2	NA	2	NA	NA	2	3	NA	2	NA	NA	2	2	NA	1	NA	NA	2	2	NA	1	2	2	1	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	1	2	2	2	2	3	2	3	4	4	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	3	3	3	2	3	2	3	3	3	3	2	1	2	2	2	2	2
geregera	337	2012	1	17	17	17	222856	2	2	2	2	1	2	3	3	2	3	3	3	3	3	2	2	3	3	2	2	3	2	3	3	3	3	3	2	2	3	3	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	NA	4	2	NA	4	NA	NA	3	3	NA	4	NA	NA	3	3	NA	2	NA	NA	2	3	NA	2	2	2	2	2	2	2	3	3	2	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	3	4	3	3	3	3	3	3	3	3	1	2	3	2	3	3	2	2	3	3	3	3	3	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	2	1	2	2	1	2
geregera	344	2012	1	18	18	4	222858	4	3	4	3	2	3	4	5	4	4	4	4	4	5	4	4	5	5	3	3	3	3	3	3	4	3	3	3	3	4	4	4	3	3	4	4	4	4	4	4	4	4	3	3	3	4	4	3	4	NA	NA	3	3	NA	3	NA	NA	3	2	NA	2	NA	NA	3	3	NA	3	NA	NA	2	3	NA	2	2	2	2	1	3	3	3	3	3	4	3	3	3	4	3	4	3	3	2	3	3	2	3	4	4	4	4	4	4	5	5	5	5	4	5	5	5	5	4	5	5	4	4	4	4	4	3	3	4	4	3	4	3	4	4	5	3	4	4	5	4	3	4	4	5	2	2	3	2	3	2
geregera	99	2012	1	5	5	19	222859	2	3	2	2	2	2	2	2	4	3	3	4	3	3	4	3	4	4	3	2	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	4	3	3	3	3	3	3	4	NA	NA	4	2	NA	5	NA	NA	3	3	NA	4	NA	NA	3	3	NA	2	NA	NA	3	3	NA	2	2	2	2	2	2	3	3	5	4	4	3	3	4	3	3	4	3	2	3	3	3	3	2	4	3	3	3	3	4	3	5	4	5	5	4	5	5	5	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	4	4	3	3	4	4	5	3	3	3	4	4	2	2	2	2	2	2
geregera	185	2012	1	10	10	5	223257	5	5	5	5	5	5	2	2	2	2	2	2	3	2	2	3	2	2	3	3	3	4	4	3	5	5	5	5	5	5	2	2	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	3	4	NA	NA	4	4	NA	2	NA	NA	2	2	NA	1	NA	NA	2	2	NA	2	NA	NA	3	3	NA	4	3	4	4	5	4	3	3	4	3	3	3	3	3	3	2	3	3	3	4	3	3	4	3	5	5	5	5	5	5	3	3	4	3	3	3	3	3	3	3	3	3	4	4	3	3	4	3	5	4	3	4	5	4	2	3	3	3	3	2	2	3	3	3	3	3	1	2	2	2	2	2
geregera	33	2012	1	2	2	13	225844	3	3	3	3	3	3	3	3	4	3	3	3	3	3	4	3	3	3	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	4	3	4	4	4	4	4	4	3	NA	NA	3	3	NA	3	NA	NA	3	3	NA	2	NA	NA	2	3	NA	3	NA	NA	3	3	NA	2	2	3	2	2	2	3	2	2	3	4	3	3	2	2	3	3	3	3	3	3	3	3	3	2	2	4	4	4	3	5	3	3	4	3	3	4	2	3	3	4	3	5	4	4	4	5	4	3	2	3	3	3	3	3	3	4	3	3	3	3	2	4	3	3	3	2	2	3	2	2	2
geregera	184	2012	1	10	10	4	226094	4	4	4	3	3	4	4	4	4	5	5	5	4	5	5	4	5	5	3	4	3	4	4	4	3	3	3	3	3	3	4	3	4	2	3	3	4	3	3	4	4	4	3	3	3	3	3	2	2	NA	NA	3	3	NA	2	NA	NA	2	3	NA	2	NA	NA	3	3	NA	3	NA	NA	2	3	NA	2	2	2	2	1	2	3	2	3	4	4	3	3	3	3	3	4	3	3	3	2	3	3	3	5	5	5	5	4	5	5	5	4	5	5	4	5	5	4	4	4	4	3	5	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	4	4	1	1	2	2	2	NA
geregera	204	2012	1	11	11	4	226191	4	5	5	5	4	5	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	4	4	4	4	4	3	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	4	NA	NA	4	4	NA	2	NA	NA	2	3	NA	2	NA	NA	3	3	NA	2	NA	NA	3	3	NA	3	3	3	4	3	3	3	3	3	3	1	3	3	3	3	3	2	3	3	3	3	3	2	3	5	5	5	5	5	5	4	4	4	4	4	3	3	3	4	4	4	3	3	4	3	3	3	3	3	4	2	3	3	3	3	3	3	3	3	2	4	3	3	3	3	3	2	2	2	2	2	2
geregera	256	2012	1	13	13	16	226273	5	5	5	4	4	4	3	3	2	2	2	3	5	5	4	3	2	3	3	3	3	3	3	2	4	4	4	4	3	3	2	2	2	3	3	3	3	3	3	3	2	3	2	3	3	2	3	2	3	NA	NA	4	4	NA	3	NA	NA	2	3	NA	2	NA	NA	3	4	NA	2	NA	NA	2	3	NA	3	3	3	3	2	2	2	2	2	2	2	2	3	3	3	2	2	3	2	3	2	2	2	2	2	5	5	4	5	2	4	3	3	2	3	3	4	2	2	2	3	3	2	3	2	2	3	2	3	3	3	4	4	4	2	3	3	3	3	3	3	3	3	3	3	3	1	2	2	2	1	1
geregera	182	2012	1	10	10	2	226357	4	5	5	4	3	4	2	3	3	4	4	3	3	4	4	4	4	4	3	3	4	4	5	4	3	4	3	4	3	5	3	3	4	3	4	4	4	4	3	4	4	3	3	3	4	3	3	4	4	NA	NA	3	3	NA	3	NA	NA	2	3	NA	3	NA	NA	2	2	NA	3	NA	NA	2	2	NA	3	2	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3	3	2	3	3	4	2	4	4	5	5	5	5	4	5	4	4	4	4	5	5	5	4	4	4	4	5	5	4	4	5	4	3	3	3	4	4	4	4	4	3	3	5	4	4	3	3	3	3	3	2	2	3	3	3	2
geregera	332	2012	1	17	17	12	226363	2	2	2	2	1	2	3	3	4	3	3	3	2	4	4	3	3	3	3	3	3	4	4	4	1	1	1	2	2	1	1	1	2	1	2	2	3	3	2	3	3	3	4	3	3	3	3	4	2	NA	NA	1	2	NA	3	NA	NA	2	3	NA	2	NA	NA	2	3	NA	3	NA	NA	3	3	NA	2	2	2	2	2	1	3	3	2	3	3	3	3	2	3	3	3	2	2	3	3	3	3	4	1	1	2	2	3	2	4	5	3	4	4	3	5	4	3	3	3	4	5	5	4	3	5	5	2	2	1	2	2	2	3	3	3	3	3	3	3	3	4	3	3	3	3	2	2	2	3	3
geregera	276	2012	1	14	14	16	226371	2	2	2	2	2	1	4	4	4	3	4	4	4	4	4	3	4	4	3	4	3	3	2	3	2	2	2	2	2	3	2	2	3	3	3	3	3	3	3	4	3	4	2	3	3	3	3	2	2	NA	NA	3	3	NA	4	NA	NA	3	3	NA	4	NA	NA	3	3	NA	2	NA	NA	2	3	NA	2	2	2	2	2	1	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	2	2	1	1	2	2	3	2	4	5	4	4	5	4	5	5	4	4	4	4	2	3	2	2	3	2	2	3	3	3	2	2	4	4	3	3	3	4	4	3	3	4	4	4	1	1	2	2	2	2
geregera	303	2012	1	16	16	3	226825	4	4	5	2	3	3	3	3	2	3	3	3	2	2	3	3	3	3	4	4	4	4	5	4	3	3	3	3	3	2	2	3	3	2	3	2	3	3	3	3	3	2	3	4	4	4	3	3	2	NA	NA	2	3	NA	2	NA	NA	3	2	NA	2	NA	NA	2	2	NA	3	NA	NA	3	3	NA	2	2	2	1	2	2	3	3	2	2	2	2	2	2	1	1	1	1	4	4	3	3	2	3	2	4	3	3	5	3	4	4	3	3	4	5	4	3	3	3	3	3	4	3	3	3	3	4	3	4	2	3	3	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	2	3	2	2
geregera	40	2012	1	2	2	20	226826	2	2	2	2	2	2	2	3	3	3	2	2	3	2	3	3	2	2	3	3	3	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	3	3	3	3	3	3	3	2	NA	NA	2	2	NA	2	NA	NA	2	3	NA	1	NA	NA	2	3	NA	3	NA	NA	3	3	NA	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	1	2	3	3	2	2	3	4	3	3	4	3	3	3	3	3	3	2	4	4	3	3	4	3	2	3	2	2	2	3	3	3	3	3	3	3	3	3	2	2	1	1	2	2	2	2	2	1
geregera	232	2012	1	12	12	12	226839	3	3	3	2	2	3	2	2	2	2	3	2	2	2	2	2	3	3	2	2	3	3	2	2	3	3	3	3	3	3	2	2	2	2	2	3	3	3	2	3	3	3	3	3	3	3	3	3	3	NA	NA	2	3	NA	4	NA	NA	2	3	NA	3	NA	NA	2	3	NA	2	NA	NA	2	2	NA	2	2	2	2	2	1	3	2	2	2	2	2	3	2	2	2	2	2	3	2	3	2	2	3	2	2	3	3	3	2	1	1	3	1	2	2	1	1	2	3	2	2	1	4	4	2	3	3	2	3	2	3	3	3	2	3	3	2	3	2	1	2	3	2	2	2	1	2	2	2	2	2
geregera	327	2012	1	17	17	7	226840	1	1	1	1	1	1	4	4	4	4	4	4	4	3	4	3	4	4	3	2	3	3	3	3	2	1	1	1	1	1	1	1	1	1	1	2	4	3	3	3	4	4	2	3	2	2	2	3	1	NA	NA	1	1	NA	2	NA	NA	3	2	NA	1	NA	NA	2	2	NA	2	NA	NA	2	2	NA	1	1	1	1	1	1	2	3	2	2	3	2	3	3	3	2	3	3	2	2	2	2	2	2	1	1	1	1	2	1	2	3	3	3	2	3	3	3	2	3	2	3	1	2	1	2	1	2	1	1	1	1	1	1	4	3	3	3	3	4	3	3	3	3	3	4	2	2	2	2	2	2
geregera	138	2012	1	7	7	18	226876	2	2	2	2	2	2	2	3	2	3	3	3	2	3	2	2	3	3	3	4	3	3	4	4	3	3	3	3	3	3	2	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	NA	NA	2	3	NA	4	NA	NA	3	3	NA	3	NA	NA	2	3	NA	4	NA	NA	3	3	NA	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3	3	3	2	3	4	4	4	4	4	4	3	4	3	3	4	4	4	3	4	4	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
geregera	222	2012	1	12	12	2	226887	4	5	5	4	4	4	3	3	4	3	3	3	2	3	4	3	3	3	3	3	4	3	4	3	4	4	4	4	3	4	3	3	3	4	4	3	3	4	4	3	4	3	3	3	3	3	4	3	5	NA	NA	4	4	NA	3	NA	NA	2	3	NA	2	NA	NA	3	2	NA	4	NA	NA	3	2	NA	2	2	3	3	2	3	2	2	1	1	1	3	2	3	2	1	2	3	3	3	2	2	3	2	5	5	5	5	5	5	4	3	3	3	3	3	4	3	3	3	3	3	3	4	3	3	4	3	4	4	4	4	4	4	3	4	4	3	3	3	3	4	3	2	3	3	2	2	3	2	2	2
geregera	383	2012	1	20	20	3	226894	4	4	5	4	3	4	2	2	2	3	3	2	2	2	2	3	3	2	3	3	2	4	4	4	3	3	3	3	3	3	2	2	2	2	3	2	3	2	2	3	3	2	3	3	3	4	3	3	3	NA	NA	3	3	NA	2	NA	NA	2	2	NA	1	NA	NA	2	2	NA	2	NA	NA	2	3	NA	2	1	2	1	1	2	2	2	1	1	1	1	2	2	1	1	1	1	3	2	2	2	2	3	5	3	3	3	3	4	4	1	2	2	2	2	3	1	2	2	3	2	4	4	3	3	4	4	2	2	2	3	2	3	1	2	2	3	3	1	1	2	2	3	2	2	2	2	2	2	2	2
geregera	242	2012	1	13	13	2	226928	3	2	2	3	3	3	3	3	3	3	3	3	2	3	4	3	3	3	2	2	3	4	4	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	4	4	3	3	3	3	3	3	3	3	3	NA	NA	2	3	NA	3	NA	NA	2	2	NA	2	NA	NA	2	2	NA	3	NA	NA	2	2	NA	3	2	2	3	2	2	3	3	2	3	2	2	3	3	2	2	2	2	2	3	3	3	3	2	4	4	4	4	4	4	5	5	3	3	4	3	5	4	3	3	4	4	3	3	3	3	4	4	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	2	3	2	2	2	2	2	2	2
geregera	209	2012	1	11	11	9	226951	4	4	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	4	5	4	4	5	5	3	3	3	3	3	3	3	3	2	3	3	3	3	3	4	3	4	3	4	4	5	4	4	4	3	NA	NA	2	3	NA	3	NA	NA	2	2	NA	2	NA	NA	2	3	NA	3	NA	NA	3	3	NA	2	2	2	2	2	2	3	2	2	3	3	3	2	2	3	2	3	3	3	3	3	3	3	3	4	2	2	4	5	4	5	3	4	4	5	5	4	3	4	3	4	4	5	5	5	4	5	5	3	3	2	4	3	3	3	3	4	3	3	3	3	3	3	3	3	3	4	3	2	3	3	3
geregera	233	2012	1	12	12	13	227009	4	4	4	3	3	4	3	2	3	3	2	2	3	3	3	3	3	3	3	3	3	4	4	3	3	3	3	3	3	3	3	2	2	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	NA	NA	4	5	NA	4	NA	NA	3	3	NA	3	NA	NA	3	4	NA	4	NA	NA	3	3	NA	2	3	3	2	2	2	3	3	2	3	3	2	3	3	2	3	3	2	3	3	3	3	3	2	5	2	5	5	5	4	2	3	3	3	3	2	2	2	2	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2
geregera	124	2012	1	7	7	4	227029	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	1	1	1	1	1	2	1	1	1	1	1	2	3	3	3	2	3	3	3	3	3	2	3	3	1	NA	NA	1	1	NA	2	NA	NA	2	2	NA	1	NA	NA	2	2	NA	2	NA	NA	2	2	NA	1	1	1	1	1	1	2	2	1	2	1	2	2	2	2	1	2	3	2	2	2	2	2	2	1	1	2	2	1	1	4	4	3	3	3	3	3	4	3	3	3	3	2	3	3	3	3	2	1	2	1	1	1	1	1	2	3	3	2	2	2	2	3	3	2	2	1	2	2	2	2	2
geregera	90	2012	1	5	5	10	227058	1	1	1	1	1	1	2	2	2	3	3	3	2	2	2	2	3	3	2	2	2	2	3	3	1	1	1	2	2	1	1	1	1	1	1	2	4	3	3	3	2	4	2	3	2	2	2	3	1	NA	NA	1	2	NA	3	NA	NA	2	3	NA	2	NA	NA	2	3	NA	1	NA	NA	2	2	NA	1	1	1	1	1	1	2	3	2	2	2	2	3	3	3	2	2	3	2	2	2	2	3	2	1	1	1	1	1	1	4	4	4	4	4	3	3	4	3	4	3	4	1	2	2	3	3	2	1	1	1	1	2	1	3	3	3	3	3	4	3	3	3	3	3	4	1	2	2	2	2	2
geregera	44	2012	1	3	3	4	227061	5	5	5	5	5	5	1	1	1	1	1	1	1	1	2	3	3	1	3	4	4	3	3	3	5	5	4	5	4	5	2	2	4	4	4	3	3	3	3	3	3	3	2	3	3	2	3	2	4	NA	NA	3	3	NA	2	NA	NA	2	3	NA	2	NA	NA	2	3	NA	2	NA	NA	2	2	NA	4	3	3	4	3	4	3	2	3	3	4	3	2	2	2	3	3	3	2	3	2	3	3	2	5	5	5	5	5	5	4	3	3	3	3	3	3	3	3	3	3	3	2	4	3	3	3	2	5	5	4	5	5	5	2	3	3	3	4	4	2	2	3	2	3	3	2	2	2	3	2	1
geregera	60	2012	1	3	3	20	227063	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	4	3	3	3	3	3	1	1	1	1	2	2	1	1	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	3	1	NA	NA	1	2	NA	2	NA	NA	2	2	NA	1	NA	NA	2	3	NA	1	NA	NA	2	3	NA	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	1	1	1	3	2	2	3	2	3	2	3	2	2	2	3	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	3	2	2	1	1	2	2	2	2	2
geregera	137	2012	1	7	7	17	227542	3	3	3	3	3	3	4	4	4	4	3	3	4	4	4	4	3	3	3	3	4	3	4	3	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	NA	NA	4	5	NA	4	NA	NA	3	3	NA	3	NA	NA	3	3	NA	4	NA	NA	3	4	NA	3	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	5	5	5	5	5	4	5	4	4	4	4	4	5	3	3	4	4	3	5	4	4	3	4	4	4	3	3	4	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	2	3	2	2	2
geregera	83	2012	1	5	5	3	228135	2	3	2	2	2	2	1	2	2	2	2	2	2	2	2	2	3	3	3	2	3	3	3	3	2	2	2	3	3	3	2	2	2	2	2	2	3	3	3	2	2	2	3	3	3	2	3	3	2	NA	NA	2	2	NA	2	NA	NA	2	2	NA	1	NA	NA	2	2	NA	1	NA	NA	2	2	NA	1	2	1	1	1	1	2	2	1	1	1	2	2	2	1	2	1	2	3	3	1	1	2	3	1	2	3	3	3	3	3	3	3	2	3	3	2	3	3	2	2	2	2	3	3	3	3	3	2	2	2	2	2	2	2	3	3	3	3	2	1	2	3	3	2	2	2	2	2	2	2	2
geregera	187	2012	1	10	10	7	228600	5	5	4	3	3	4	4	5	4	3	2	4	4	5	5	3	2	4	3	3	3	3	3	3	4	4	4	4	3	3	3	3	4	3	3	3	4	4	4	4	3	4	3	3	3	3	3	3	3	NA	NA	3	3	NA	3	NA	NA	2	2	NA	2	NA	NA	2	3	NA	2	NA	NA	2	3	NA	2	2	2	2	3	2	3	3	4	5	4	3	3	3	3	4	4	3	3	3	2	3	3	3	5	5	3	4	3	5	4	5	4	4	2	3	5	4	3	3	4	3	2	4	2	3	4	2	3	3	3	3	3	3	4	4	3	3	3	4	4	3	4	3	3	3	2	2	2	2	2	2
geregera	62	2012	1	4	4	2	228753	4	5	3	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	3	3	3	3	3	4	4	5	3	4	4	4	3	4	4	3	3	4	3	3	3	3	3	2	2	NA	NA	2	2	NA	2	NA	NA	2	2	NA	2	NA	NA	2	2	NA	2	NA	NA	2	2	NA	2	2	3	3	2	3	4	3	4	4	4	4	3	3	3	4	4	2	3	2	3	3	3	3	5	4	4	4	4	4	5	5	4	3	4	4	5	5	3	4	3	5	4	3	3	3	3	3	4	2	2	3	3	3	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3
geregera	69	2012	1	4	4	9	228762	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	4	3	3	4	3	3	3	3	3	3	3	3	2	2	1	2	3	3	3	3	3	2	3	3	3	4	3	3	3	3	3	NA	NA	2	3	NA	3	NA	NA	3	3	NA	2	NA	NA	2	3	NA	3	NA	NA	3	3	NA	2	2	2	2	2	1	3	2	2	2	3	3	2	3	2	2	3	2	3	3	3	3	2	3	3	1	3	1	2	3	5	3	4	4	5	4	3	2	2	3	3	3	5	4	4	5	4	4	3	3	2	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2
geregera	29	2012	1	2	2	9	228768	5	4	4	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	4	2	2	2	2	3	2	3	3	3	3	3	3	3	3	3	3	3	2	4	NA	NA	3	3	NA	3	NA	NA	2	2	NA	3	NA	NA	2	2	NA	3	NA	NA	2	2	NA	3	3	3	2	2	2	3	2	2	2	3	3	3	2	2	2	3	3	2	2	2	2	2	3	5	5	3	3	5	4	2	3	3	4	3	3	4	4	5	4	4	4	2	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2
geregera	183	2012	1	10	10	3	228771	3	3	2	3	2	3	3	3	2	3	3	2	3	3	2	3	3	3	4	2	3	3	3	3	3	3	2	4	2	3	2	2	2	2	2	3	3	3	2	2	2	3	3	3	3	3	3	3	1	NA	NA	1	1	NA	2	NA	NA	2	2	NA	1	NA	NA	2	2	NA	2	NA	NA	2	2	NA	1	2	2	1	1	1	2	2	1	1	1	3	2	2	1	2	2	3	2	2	1	2	3	3	1	2	3	3	2	2	4	3	3	4	3	3	3	3	3	3	3	3	2	3	3	3	3	3	2	1	2	2	2	2	2	3	3	3	3	2	2	2	3	2	2	3	2	2	2	2	2	2
geregera	133	2012	1	7	7	13	228862	4	4	4	4	3	3	4	4	4	3	3	3	4	4	4	3	3	3	3	3	3	4	4	4	4	4	3	3	3	4	3	3	3	3	3	4	3	3	3	4	3	4	3	3	3	3	3	3	4	NA	NA	4	3	NA	4	NA	NA	3	3	NA	4	NA	NA	4	4	NA	3	NA	NA	3	3	NA	2	2	3	2	2	2	4	3	3	3	3	3	3	4	3	4	3	3	3	3	3	3	3	3	5	3	3	4	5	4	3	4	3	4	5	3	4	3	4	4	5	3	5	5	3	3	4	3	3	3	4	3	3	3	3	3	3	3	4	3	3	3	3	3	4	4	2	2	3	2	2	3
